用户码,性别,玫瑰套餐,紫罗兰套餐,郁金香套餐,百合套餐,康乃馨套餐,胡姬花套餐,生日套餐,情人节套餐,会员卡类型,入会月数,会费支付方式,平均月消费,总消费,已停付会费
6392,女,是,是,是,否,否,是,是,否,年卡,64,手工转账,65.8,4068,否
6393,男,是,否,是,否,否,否,否,否,月卡,27,花呗付款,30.75,805.1,是
6394,女,否,否,否,否,否,否,是,是,月卡,3,就餐时付费,96.6,291.9,是
6395,女,是,否,是,是,是,否,否,是,月卡,65,就餐时付费,94.4,6126.15,否
6396,女,否,否,否,否,否,否,否,否,月卡,1,手工转账,50.55,50.55,是
6397,女,否,否,是,否,否,否,是,是,月卡,24,就餐时付费,94.6,2283.15,否
6398,女,否,否,否,是,是,否,是,是,年卡,51,花呗付款,56.4,2928.5,否
6399,男,是,否,否,否,否,否,是,是,月卡,13,就餐时付费,95.25,1233.65,是
6400,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,61,手工转账,19.4,1182.55,是
6401,男,是,否,是,是,是,是,否,是,双年卡,72,微信自动扣款,78.85,5763.15,否
6402,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,69,就餐时付费,26.3,1763.55,否
6403,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,70,花呗付款,26.05,1856.4,否
6404,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,44,微信自动扣款,20.6,926,否
6405,男,是,否,是,否,是,是,否,是,双年卡,61,花呗付款,75.35,4729.3,否
6406,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,40,微信自动扣款,20.15,777.35,否
6407,男,是,否,是,否,否,否,否,是,月卡,23,微信自动扣款,59.95,1406,否
6408,女,是,否,是,否,是,是,是,是,双年卡,72,花呗付款,110.15,7881.2,否
6409,男,是,是,是,是,是,是,是,是,双年卡,62,就餐时付费,86.1,5215.25,否
6410,男,是,是,是,否,否,否,是,否,月卡,50,花呗付款,39.45,2021.35,否
6411,男,是,否,否,否,是,是,是,是,双年卡,64,就餐时付费,102.1,6538.45,否
6412,男,否,否,是,是,否,是,是,否,月卡,47,手工转账,100.75,4669.2,否
6413,女,否,否,否,是,是,是,是,是,月卡,54,就餐时付费,111.1,6014.85,是
6414,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,47,花呗付款,20.25,873.4,否
6415,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,58,手工转账,20.8,1212.25,否
6416,男,是,是,否,否,是,否,是,是,年卡,34,微信自动扣款,77.2,2753.8,否
6417,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,60,手工转账,25,1505.05,否
6418,女,是,是,否,否,是,否,是,否,月卡,12,花呗付款,58.35,740.55,否
6419,男,是,否,否,是,是,否,是,是,月卡,68,就餐时付费,105.3,7299.65,是
6420,男,是,是,是,否,是,是,是,否,双年卡,64,手工转账,69.25,4447.75,否
6421,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,22,花呗付款,24.85,493.4,否
6422,女,否,否,否,是,是,是,否,是,月卡,11,就餐时付费,94.2,999.9,否
6423,女,否,否,否,是,否,否,是,是,月卡,15,就餐时付费,100.15,1415,否
6424,女,否,否,否,否,否,否,是,否,月卡,5,花呗付款,81,389.6,是
6425,男,是,否,否,否,否,是,否,否,月卡,14,微信自动扣款,48.8,664.4,否
6426,女,否,否,是,否,否,否,否,否,月卡,23,就餐时付费,54.4,1249.25,否
6427,女,是,否,是,是,否,是,是,是,年卡,50,就餐时付费,108.55,5610.7,是
6428,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,2,手工转账,19.4,50.6,否
6429,男,否,否,否,否,是,否,否,否,双年卡,59,花呗付款,54.15,3116.15,否
6430,女,是,是,否,否,否,否,否,是,月卡,17,就餐时付费,85.45,1451.6,是
6431,女,否,否,是,否,否,否,否,否,月卡,15,手工转账,55.7,899.8,是
6432,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,就餐时付费,19.75,19.75,否
6433,男,是,否,否,是,是,否,是,是,年卡,61,就餐时付费,79.8,4914.8,否
6434,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,10,花呗付款,26.1,225.55,否
6435,女,是,否,是,是,否,否,否,否,月卡,1,手工转账,53.55,53.55,否
6436,女,否,否,是,否,是,是,是,是,双年卡,69,花呗付款,82.45,5555.3,否
6437,女,否,否,否,否,否,否,否,否,月卡,35,就餐时付费,70.55,2419,否
6438,女,是,否,否,是,是,否,否,是,年卡,48,就餐时付费,65.65,3094.65,否
6439,男,是,否,是,是,否,否,否,是,年卡,62,就餐时付费,96.1,6001.45,否
6440,男,是,是,是,是,是,是,否,是,双年卡,72,花呗付款,81,5750,否
6441,男,否,否,否,否,否,是,否,否,月卡,40,就餐时付费,51.1,2092.9,否
6442,男,否,否,否,否,否,否,否,否,月卡,1,手工转账,45.7,45.7,是
6443,男,是,否,否,否,否,否,是,否,月卡,16,花呗付款,85.05,1391.15,否
6444,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.3,20.3,否
6445,女,否,否,否,否,否,否,否,是,月卡,1,手工转账,85.45,85.45,是
6446,男,是,是,是,是,是,是,是,是,双年卡,72,就餐时付费,114,8093.15,否
6447,男,是,否,是,是,否,是,否,否,年卡,44,微信自动扣款,59.85,2603.95,否
6448,女,否,否,否,否,是,否,是,是,双年卡,59,就餐时付费,95.8,5655.45,否
6449,女,否,否,否,是,否,是,是,是,月卡,18,花呗付款,103.6,1806.35,否
6450,女,否,否,否,是,否,否,是,是,月卡,23,花呗付款,98.7,2249.1,否
6451,男,是,否,否,否,否,否,是,是,月卡,7,就餐时付费,89.5,676.7,是
6452,男,否,否,是,否,否,否,是,否,年卡,51,手工转账,86.35,4267.15,否
6453,男,是,否,是,是,是,是,是,是,双年卡,69,手工转账,84.7,5878.9,否
6454,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,64,微信自动扣款,19.7,1274.05,否
6455,男,否,否,否,否,否,否,否,否,月卡,1,手工转账,24.45,24.45,是
6456,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,2,就餐时付费,19.2,37.2,否
6457,女,是,是,是,否,是,是,是,是,月卡,35,就餐时付费,106.9,3756.45,否
6458,男,是,是,否,否,否,否,否,是,年卡,26,微信自动扣款,78.95,2034.25,否
6459,女,是,是,否,是,否,否,是,是,年卡,49,手工转账,100.45,4941.8,是
6460,女,是,否,是,是,是,否,是,否,年卡,26,微信自动扣款,47.85,1190.5,否
6461,女,是,否,是,是,否,是,是,是,双年卡,68,微信自动扣款,79.6,5515.8,否
6462,男,否,否,否,否,否,否,否,否,月卡,44,花呗付款,68.85,2958.95,否
6463,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,29,花呗付款,19.35,601.6,否
6464,女,是,是,是,否,否,是,否,否,月卡,24,就餐时付费,55.15,1319.85,否
6465,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,14,手工转账,25.55,372.45,否
6466,男,否,否,是,否,是,否,否,否,年卡,56,手工转账,52.7,3019.7,否
6467,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,6,花呗付款,19.65,116.85,否
6468,男,否,否,是,否,是,是,是,是,双年卡,6,手工转账,80.25,493.4,否
6469,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,71,微信自动扣款,25,1753,否
6470,男,是,是,否,否,是,是,是,是,年卡,43,花呗付款,104.3,4451.85,否
6471,女,是,否,是,是,是,是,是,是,月卡,41,微信自动扣款,113.6,4594.95,是
6472,女,否,否,否,是,否,否,否,否,月卡,15,就餐时付费,48.85,736.8,否
6473,女,否,否,否,否,否,否,是,否,月卡,22,微信自动扣款,84.15,1821.95,否
6474,女,是,否,否,否,是,是,是,是,月卡,44,就餐时付费,104.15,4495.65,否
6475,男,否,否,否,否,是,否,是,是,月卡,12,微信自动扣款,74.75,827.05,否
6476,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,52,花呗付款,19.6,1012.4,否
6477,女,是,是,是,是,是,是,否,是,月卡,41,花呗付款,79.9,3326.2,是
6478,男,是,否,是,是,是,否,否,否,月卡,17,花呗付款,90.2,1454.15,是
6479,女,否,否,是,否,否,否,是,是,月卡,10,就餐时付费,98.7,973.25,是
6480,女,是,是,否,否,否,否,是,是,月卡,26,就餐时付费,90.8,2361.8,是
6481,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,53,手工转账,20.9,1146.05,否
6482,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,就餐时付费,19.45,19.45,是
6483,女,否,是,否,否,否,否,否,否,双年卡,50,花呗付款,70.35,3533.6,否
6484,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,24,微信自动扣款,24.1,587.4,否
6485,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,38,手工转账,20.45,781.25,否
6486,男,是,否,否,否,否,否,否,是,月卡,14,就餐时付费,85.15,1139.2,是
6487,女,是,否,否,否,否,否,是,是,月卡,24,就餐时付费,93.55,2264.05,是
6488,男,否,否,否,否,是,否,是,是,月卡,19,花呗付款,95.9,1777.9,是
6489,女,是,否,否,否,是,否,否,否,月卡,7,微信自动扣款,75.15,496.9,是
6490,女,是,否,是,否,是,是,是,是,双年卡,42,花呗付款,84.35,3571.6,否
6491,女,是,否,是,是,否,否,是,是,年卡,63,花呗付款,79.7,4786.15,否
6492,男,是,否,否,否,是,是,是,是,年卡,56,微信自动扣款,54.05,2959.8,否
6493,男,是,否,是,否,否,是,是,是,月卡,13,就餐时付费,54.45,706.85,是
6494,男,否,否,是,是,是,是,否,否,年卡,37,就餐时付费,67.45,2443.3,否
6495,女,否,否,否,否,是,否,否,是,月卡,18,就餐时付费,84.95,1443.65,否
6496,男,否,否,是,否,否,是,是,否,年卡,44,就餐时付费,65.4,2774.55,否
6497,女,否,否,否,否,否,是,是,是,月卡,7,花呗付款,70.75,450.8,是
6498,女,否,否,否,否,否,否,否,否,月卡,1,手工转账,44,44,否
6499,女,是,否,否,否,是,是,是,否,双年卡,55,花呗付款,88.8,4805.3,否
6500,女,是,是,是,否,否,是,否,否,双年卡,69,花呗付款,61.4,4059.85,否
6501,女,否,否,否,是,是,否,是,是,月卡,14,就餐时付费,104.85,1531.4,是
6502,女,否,否,否,否,是,否,是,是,月卡,1,就餐时付费,94.4,94.4,是
6503,男,是,是,是,是,是,是,是,是,双年卡,47,手工转账,90.5,4318.35,否
6504,男,是,否,是,是,是,否,是,是,双年卡,72,就餐时付费,85.25,6083.1,否
6505,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,16,手工转账,19.75,284.35,否
6506,女,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,24.6,24.6,是
6507,女,是,是,是,是,否,是,是,是,双年卡,65,微信自动扣款,82.5,5215.1,否
6508,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,18,手工转账,23.75,424.5,否
6509,女,否,否,否,否,否,否,是,否,月卡,4,就餐时付费,78.85,292.8,是
6510,女,否,否,否,否,是,否,是,是,年卡,45,微信自动扣款,100.15,4459.8,否
6511,女,否,否,是,否,否,是,否,否,双年卡,21,手工转账,35.1,770.4,否
6512,女,否,否,否,否,否,否,否,否,月卡,2,就餐时付费,70.7,151.65,是
6513,女,是,否,是,是,是,是,是,是,双年卡,72,花呗付款,113.65,8124.2,否
6514,女,否,否,否,否,是,否,是,是,月卡,6,就餐时付费,47.95,305.1,是
6515,男,是,是,是,是,是,是,是,是,双年卡,72,花呗付款,65.1,4754.3,否
6516,男,否,否,否,否,否,否,否,否,月卡,1,手工转账,45.6,45.6,否
6517,男,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,76.45,76.45,是
6518,女,否,否,是,是,否,是,是,是,年卡,52,花呗付款,111.25,5916.45,是
6519,女,否,否,否,否,否,否,否,否,月卡,5,就餐时付费,75.55,413.65,是
6520,女,是,否,是,是,是,否,否,是,年卡,67,手工转账,75.1,5064.45,否
6521,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,48,手工转账,20,935.9,否
6522,男,是,否,是,是,是,否,否,否,年卡,65,花呗付款,67.05,4309.55,否
6523,男,是,否,否,否,否,否,是,是,月卡,29,就餐时付费,94.45,2653.65,是
6524,女,是,是,否,否,是,是,是,是,年卡,17,微信自动扣款,98.6,1704.95,是
6525,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,11,微信自动扣款,20.3,246.3,否
6526,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,52,微信自动扣款,20.1,1078.75,否
6527,女,是,是,是,是,是,是,是,是,双年卡,71,花呗付款,113.65,8166.8,否
6528,女,是,否,是,是,否,是,否,否,月卡,34,就餐时付费,62.65,2274.9,是
6529,男,否,否,否,否,否,否,否,是,月卡,3,手工转账,54.65,189.1,否
6530,男,否,是,否,否,否,否,是,否,月卡,3,花呗付款,54.7,169.45,是
6531,男,否,否,否,否,否,否,否,否,月卡,10,手工转账,70.15,735.5,否
6532,女,否,否,否,是,否,否,是,否,月卡,15,微信自动扣款,83.2,1130,否
6533,男,是,否,否,否,否,否,否,否,月卡,4,就餐时付费,74.95,308.7,是
6534,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,3,手工转账,24.6,86.35,否
6535,女,是,否,是,是,是,否,是,是,月卡,52,就餐时付费,109.1,5647.95,否
6536,女,否,否,否,否,否,否,是,是,月卡,21,微信自动扣款,95.4,2025.1,否
6537,女,是,否,否,否,否,否,是,是,月卡,46,就餐时付费,43.95,2007.85,否
6538,男,否,否,否,是,否,否,否,是,月卡,39,就餐时付费,90.7,3413.25,否
6539,女,是,否,否,是,否,是,是,否,双年卡,68,微信自动扣款,64.1,4326.25,否
6540,女,否,否,否,否,否,否,否,是,月卡,1,就餐时付费,85,85,是
6541,男,是,是,否,否,否,否,否,否,月卡,13,花呗付款,74.4,896.75,是
6542,男,是,是,是,是,是,是,否,否,双年卡,72,花呗付款,45.25,3139.8,否
6543,女,是,否,否,否,否,否,否,否,月卡,38,微信自动扣款,74.95,2869.85,是
6544,男,是,否,否,是,否,是,否,是,年卡,64,手工转账,70.15,4480.7,否
6545,女,否,否,否,否,是,否,是,是,月卡,13,就餐时付费,96.85,1235.55,否
6546,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,5,手工转账,20.2,83.75,否
6547,女,是,是,是,否,是,是,是,是,双年卡,57,就餐时付费,84.5,4845.4,否
6548,女,否,否,是,是,是,是,是,是,双年卡,72,微信自动扣款,91.35,6697.2,否
6549,女,是,否,是,是,是,是,是,是,双年卡,72,微信自动扣款,115.5,8312.75,否
6550,男,否,否,否,否,否,否,是,否,月卡,1,就餐时付费,79.95,79.95,是
6551,男,否,否,否,否,否,否,是,是,月卡,1,就餐时付费,94,94,是
6552,女,否,否,否,否,是,否,是,是,月卡,8,就餐时付费,99.65,820.5,是
6553,女,否,否,否,否,否,否,否,否,月卡,3,就餐时付费,74.25,210.3,是
6554,男,否,是,是,是,否,否,否,否,月卡,47,就餐时付费,55.3,2654.05,否
6555,男,是,否,否,否,是,否,否,否,年卡,69,花呗付款,29.8,2134.3,否
6556,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,26,手工转账,20.9,518.3,否
6557,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,38,就餐时付费,19.6,717.3,否
6558,女,是,是,否,否,否,否,是,否,月卡,14,就餐时付费,84.8,1203.9,否
6559,男,否,否,否,是,否,否,是,否,年卡,11,就餐时付费,61.25,729.95,否
6560,女,否,否,否,否,否,否,否,是,月卡,2,微信自动扣款,79.75,159.4,是
6561,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,18.85,18.85,是
6562,女,是,否,是,否,否,是,是,是,年卡,27,花呗付款,101.9,2681.15,否
6563,男,否,否,否,否,否,否,否,否,月卡,8,手工转账,43.55,335.4,否
6564,女,是,是,是,是,是,是,否,否,年卡,23,手工转账,66.25,1533.8,否
6565,女,否,否,是,否,否,否,是,是,月卡,13,就餐时付费,100.35,1358.85,是
6566,女,是,否,否,是,是,是,是,是,双年卡,60,花呗付款,110.8,6640.7,否
6567,女,是,是,否,否,否,否,是,否,月卡,6,就餐时付费,54.85,355.1,否
6568,男,是,否,否,否,否,否,否,否,月卡,7,就餐时付费,74.85,485.25,否
6569,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,66,花呗付款,25.3,1673.8,否
6570,男,是,否,否,是,是,是,是,是,双年卡,72,微信自动扣款,85.95,6151.9,否
6571,男,否,否,否,是,否,否,否,否,月卡,33,微信自动扣款,54.65,1665.2,否
6572,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,23,花呗付款,19.3,486.2,否
6573,女,是,是,是,是,是,是,是,是,双年卡,59,花呗付款,90.3,5194.05,否
6574,男,否,否,否,否,否,否,否,否,月卡,4,花呗付款,44.8,176.2,否
6575,男,是,是,否,是,否,否,否,是,月卡,67,微信自动扣款,89.55,6373.1,否
6576,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,4,花呗付款,25.3,116.95,否
6577,男,是,否,是,否,是,是,是,是,双年卡,72,花呗付款,110.9,8240.85,否
6578,女,是,否,是,是,否,是,否,否,月卡,42,花呗付款,66.4,2727.8,否
6579,女,否,否,否,否,否,否,否,是,月卡,26,就餐时付费,78.8,2006.1,否
6580,男,是,否,是,否,是,是,是,是,年卡,38,就餐时付费,110.7,4428.6,否
6581,男,是,否,是,否,否,是,否,否,年卡,24,就餐时付费,58.35,1346.9,否
6582,女,否,否,是,否,是,是,否,是,年卡,67,微信自动扣款,72.35,4991.5,否
6583,女,是,否,是,否,是,是,否,否,双年卡,65,花呗付款,58.9,3857.1,否
6584,女,是,否,是,否,是,是,是,是,年卡,43,手工转账,109.55,4830.25,是
6585,男,否,否,否,否,否,否,是,是,月卡,24,就餐时付费,94.1,2322.85,否
6586,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,64,微信自动扣款,24.4,1601.2,否
6587,女,否,是,是,否,否,是,是,否,月卡,40,花呗付款,64.1,2460.35,否
6588,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,15,手工转账,19.8,309.4,否
6589,男,是,否,否,否,否,否,否,否,月卡,27,就餐时付费,70.55,1943.9,否
6590,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,71,手工转账,24.35,1654.6,否
6591,男,否,否,否,否,否,否,否,是,月卡,8,微信自动扣款,84.5,662.65,是
6592,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,4,手工转账,20.7,73.05,否
6593,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,12,手工转账,20.1,223.6,否
6594,女,是,否,否,是,否,否,否,否,月卡,33,微信自动扣款,80.6,2656.5,是
6595,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,52,手工转账,19.85,1070.5,否
6596,女,是,否,是,是,否,是,否,否,双年卡,60,微信自动扣款,59.85,3483.45,否
6597,男,是,否,否,是,是,是,是,否,月卡,33,就餐时付费,50,1750.85,否
6598,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,就餐时付费,19.25,19.25,否
6599,男,否,否,否,否,否,是,否,否,月卡,6,手工转账,50.05,288.35,否
6600,女,是,否,否,否,否,否,是,是,年卡,54,花呗付款,70.15,3715.65,是
6601,女,是,否,否,否,是,否,否,是,月卡,24,花呗付款,40.65,933.3,是
6602,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,35,手工转账,19.85,739.35,否
6603,女,是,否,是,是,是,否,是,是,双年卡,72,花呗付款,82.65,5919.35,否
6604,男,否,否,是,是,是,是,否,否,年卡,43,花呗付款,90.65,3882.3,否
6605,男,否,否,否,否,是,是,否,是,年卡,43,就餐时付费,44.15,1931.3,否
6606,女,是,是,否,否,否,否,否,否,月卡,5,花呗付款,69.95,320.4,否
6607,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,23,手工转账,19.5,470.2,否
6608,男,是,否,否,否,否,否,否,是,月卡,12,就餐时付费,80.45,950.2,是
6609,女,否,否,否,是,是,否,否,是,年卡,44,花呗付款,89.15,3990.75,否
6610,男,否,是,是,是,是,否,否,是,年卡,53,就餐时付费,95.95,5036.9,否
6611,女,否,否,否,否,否,否,是,是,年卡,62,微信自动扣款,94,5757.2,否
6612,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,27,手工转账,20.6,581.85,否
6613,女,否,否,否,否,否,否,否,否,月卡,15,手工转账,48.85,631.4,否
6614,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,69,花呗付款,24.6,1678.05,否
6615,男,否,否,否,是,否,否,否,否,月卡,3,花呗付款,74.45,221.1,否
6616,女,是,是,否,是,否,否,否,否,月卡,1,就餐时付费,74.7,74.7,是
6617,女,否,否,否,否,否,否,是,是,月卡,15,就餐时付费,91.5,1400.3,否
6618,女,是,是,是,否,是,是,否,是,年卡,67,微信自动扣款,100.25,6689,否
6619,女,否,否,否,是,否,否,是,是,年卡,70,就餐时付费,98.9,6838.6,否
6620,女,否,否,否,是,是,是,是,是,双年卡,64,花呗付款,110.5,7069.25,否
6621,女,否,否,否,否,否,否,否,否,月卡,4,就餐时付费,70.15,268.35,是
